Query sequence,Sample name,Otu.95,Most common phylum-level assignment,Phylum-level assignment,Most common class-level assignment,Class-level assignment,Most common order-level assignment,Order-level assignment,Most common family-level assignment,Family-level assignment,Most common Genus-level assignment,Genus-level assignment,Taxon assignment,Likelihood weight,otu,otu_references
C32_Otu51,C32,Otu51,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Hypocreales,Hypocreales,Clavicipitaceae,Clavicipitaceae,Moelleriella,Moelleriella,Moelleriella_libera,0.999849,OTU599,
C32_Otu514,C32,Otu514,Ascomycota,Ascomycota,Orbiliomycetes,"Orbiliomycetes,unclassified",Orbiliales,"Orbiliales,unclassified",Orbiliaceae,"Orbiliaceae,unclassified",Arthrobotrys,"Arthrobotrys,Dactylellina,Orbilia,Drechslerella,Lecophagus","Dactylellina_haptotyla,Arthrobotrys_elegans,Arthrobotrys_gephyropaga,Arthrobotrys_pyriformis,Orbilia_auricolor,Arthrobotrys_superba,Drechslerella_dactyloides,Drechslerella_brochopaga,Dactylellina_ellipsospora,Lecophagus_sp,Orbilia_vinosa","0.651328, 0.064858, 0.048941, 0.048557, 0.039300, 0.037938, 0.025459, 0.022293, 0.017400",OTU332,
C32_Otu530,C32,Otu530,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Phyllostictaceae,"Phyllostictaceae,Planistromellaceae,Aplosporellaceae",Phyllosticta,"Phyllosticta,Kellermania,Aplosporella","Kellermania_confusa,Phyllosticta_abieticola,Kellermania_dasylirionicola,Aplosporella_prunicola,Phyllosticta_ampelicida,Kellermania_nolinifoliorum,Kellermania_micranthae,Phyllosticta_beaumarisii,Phyllosticta_philoprina,Phyllosticta_capitalensis,Phyllosticta_elongata","0.247322, 0.206969, 0.205631, 0.139352, 0.060892, 0.055191, 0.006802, 0.006764, 0.006682, 0.006434, 0.004680",OTU600,
C32_Otu540,C32,Otu540,Ascomycota,Ascomycota,Saccharomycetes,Saccharomycetes,Saccharomycetales,Saccharomycetales,Saccharomycetaceae,Saccharomycetaceae,Kluyveromyces,"Kluyveromyces,Naumovozyma,Candida,Lachancea,Eremothecium,Saccharomyces","Kluyveromyces_lactis,Naumovozyma_castellii,Candida_glabrata,Lachancea_waltii,Eremothecium_gossypii,Saccharomyces_cerevisiae","0.079308, 0.060575, 0.049815, 0.049228, 0.047771, 0.043297, 0.041604, 0.040283, 0.040212, 0.034533, 0.026833",OTU898,
C32_Otu55,C32,Otu55,Ascomycota,Ascomycota,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,Saitoella,Saitoella,Saitoella_complicata,"0.303119, 0.163518, 0.126880, 0.119299, 0.079044, 0.078519, 0.065634, 0.016877",OTU594,
C32_Otu553,C32,Otu553,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Hypocreales,Hypocreales,Clavicipitaceae,Clavicipitaceae,Moelleriella,Moelleriella,Moelleriella_libera,"0.309153, 0.047277, 0.033684, 0.033654, 0.025606, 0.025048, 0.022663, 0.019833, 0.008909, 0.007288, 0.006739",OTU926,
C32_Otu557,C32,Otu557,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Dothideales,Dothideales,Dothideaceae,"Dothideaceae,Dothioraceae",Dothidea,"Dothidea,Dothiora,Delphinella,Sydowia,Neocylindroseptoria,Stylodothis","Delphinella_strobiligena,Sydowia_polyspora,Dothiora_ceratoniae,Neocylindroseptoria_pistaciae,Stylodothis_puccinioides,Dothidea_ribesia,Dothidea_sambuci,Dothidea_hippophaeos,Dothidea_insculpta,Dothiora_cannabinae","0.256577, 0.223219, 0.193781, 0.172845, 0.143638",OTU499,
C32_Otu568,C32,Otu568,Ascomycota,Ascomycota,Orbiliomycetes,"Orbiliomycetes,unclassified",Orbiliales,"Orbiliales,unclassified",Orbiliaceae,"Orbiliaceae,unclassified",Arthrobotrys,"Arthrobotrys,Dactylellina,Orbilia,Drechslerella,Lecophagus","Dactylellina_haptotyla,Arthrobotrys_elegans,Arthrobotrys_gephyropaga,Arthrobotrys_pyriformis,Orbilia_auricolor,Arthrobotrys_superba,Drechslerella_dactyloides,Drechslerella_brochopaga,Dactylellina_ellipsospora,Lecophagus_sp,Orbilia_vinosa","0.130906, 0.100277, 0.091197, 0.084319, 0.055378, 0.035754, 0.025486, 0.025391, 0.017855, 0.016998, 0.015178",OTU407,
C32_Otu571,C32,Otu571,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Hypocreales,Hypocreales,Clavicipitaceae,Clavicipitaceae,Moelleriella,Moelleriella,Moelleriella_libera,"0.484165, 0.388623, 0.082690",OTU250,
C32_Otu579,C32,Otu579,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Phyllostictaceae,"Phyllostictaceae,Botryosphaeriaceae,Aplosporellaceae",Phyllosticta,"Phyllosticta,Lasiodiplodia,Aplosporella,Guignardia","Phyllosticta_abieticola,Lasiodiplodia_parva,Lasiodiplodia_pseudotheobromae,Aplosporella_prunicola,Phyllosticta_ampelicida,Lasiodiplodia_theobromae,Guignardia_gaultheriae,Phyllosticta_beaumarisii,Phyllosticta_philoprina,Phyllosticta_capitalensis,Phyllosticta_elongata","0.524942, 0.221348, 0.146237, 0.055143, 0.051182",OTU19,
C32_Otu584,C32,Otu584,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Hypocreales,Hypocreales,Cordycipitaceae,Cordycipitaceae,Simplicillium,Simplicillium,"Simplicillium_lamellicola,Simplicillium_lanosoniveum","0.591942, 0.224090, 0.183694",OTU695,
C32_Otu608,C32,Otu608,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Hypocreales,Hypocreales,unclassified,unclassified,Sarocladium,Sarocladium,Sarocladium_strictum,"0.343783, 0.311315, 0.310887",OTU324,
C32_Otu62,C32,Otu62,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Hypocreales,Hypocreales,Nectriaceae,Nectriaceae,Xenoacremonium,"Xenoacremonium,Nectria","Xenoacremonium_falcatus,Nectria_sp1","0.311853, 0.304149, 0.302836, 0.042500",OTU906,
C32_Otu626,C32,Otu626,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Sporormiaceae,Sporormiaceae,Westerdykella,Westerdykella,Westerdykella_cylindrica,"0.272227, 0.222081, 0.221249, 0.062633, 0.043334, 0.041215, 0.040127, 0.036025, 0.031017",OTU1081,
C32_Otu628,C32,Otu628,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,unclassified,unclassified,Kirschsteiniotheliaceae,Kirschsteiniotheliaceae,Kirschsteiniothelia,Kirschsteiniothelia,"Kirschsteiniothelia_aethiops,Kirschsteiniothelia_aethiops_1","0.195776, 0.140810, 0.113557, 0.052026, 0.030600, 0.030570, 0.022246, 0.019072, 0.018535, 0.017355, 0.017211",OTU536,
C32_Otu630,C32,Otu630,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Mycosphaerellaceae,Mycosphaerellaceae,Zasmidium,Zasmidium,"Zasmidium_citri-griseum,Zasmidium_indonesianum","0.118816, 0.111818, 0.111224, 0.096980, 0.050434, 0.048847, 0.042179, 0.042170, 0.041376, 0.041072, 0.033763",OTU331,
C32_Otu653,C32,Otu653,Ascomycota,Ascomycota,Leotiomycetes,Leotiomycetes,Helotiales,Helotiales,Sclerotiniaceae,Sclerotiniaceae,Mitrula,Mitrula,Mitrula_elegans,"0.375829, 0.222566, 0.159631, 0.039779, 0.034955, 0.030112, 0.018055, 0.015043, 0.013659, 0.011570, 0.009430",OTU766,
C32_Otu656,C32,Otu656,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Valsariales,"Valsariales,Abrothallales,unclassified",Valsariaceae,"Valsariaceae,Abrothallaceae,unclassified",Valsaria,"Valsaria,Abrothallus,unclassified,Myrmaecium","Valsaria_spartii,Dothideomycetes_sp_A6,Abrothallus_sp1,Myrmaecium_fulvopruinatum,Valsaria_neotropica,Abrothallus_secedens,Abrothallus_cladoniae,Abrothallus_sp2,Valsaria_lopadostomoides,Valsaria_insitiva,Valsaria_rudis","0.127962, 0.126900, 0.126737, 0.093276, 0.086873, 0.040090, 0.038262, 0.037670, 0.031929, 0.031839, 0.031344",OTU226,
C32_Otu659,C32,Otu659,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Dothideales,Dothideales,Aureobasidiaceae,Aureobasidiaceae,Aureobasidium,Aureobasidium,"Aureobasidium_melanogenum,Aureobasidium_pullulans,Aureobasidium_lini,Aureobasidium_namibiae","0.559869, 0.229937, 0.103628, 0.041181, 0.034111",OTU120,
C32_Otu67,C32,Otu67,Ascomycota,Ascomycota,Arthoniomycetes,Arthoniomycetes,Arthoniales,Arthoniales,Roccellaceae,"Roccellaceae,Roccellographaceae,Chrysotrichaceae,Lecanographaceae",Roccella,"Roccella,Combea,Roccellographa,Simonyella,Opegrapha,Chrysothrix,Alyxoria","Roccella_montagnei,Roccella_fuciformis,Roccella_canariensis,Combea_mollusca,Roccellographa_cretacea,Simonyella_variegata,Roccella_tuberculata,Roccella_boergesenii,Opegrapha_dolomitica,Chrysothrix_caesia,Alyxoria_varia","0.060920, 0.059677, 0.057044, 0.056976, 0.056976, 0.056976, 0.056976, 0.056976, 0.056358, 0.053641, 0.053599",OTU903,
C32_Otu73,C32,Otu73,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Cucurbitariaceae,Cucurbitariaceae,Pyrenochaetopsis,Pyrenochaetopsis,Pyrenochaetopsis_leptospora,0.999475,OTU685,
C32_Otu731,C32,Otu731,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,"Capnodiales,unclassified",unclassified,"unclassified,Extremaceae,Neodevriesiaceae",unclassified,"unclassified,Neodevriesia,Vermiconia,Tripospermum,Petrophila","Neodevriesia_strelitziae,Capnodiales_sp_CCFEE_5502,Vermiconia_foris,Dothideomycetes_sp_TRN152,Dothideomycetes_sp_TRN142,Neodevriesia_agapanthi,Tripospermum_myrti,Capnodiales_sp_A73,Vermiconia_flagrans,Dothideomycetes_sp_TRN153,Petrophila_incerta_1","0.134907, 0.134847, 0.131362, 0.131140, 0.099987, 0.096348, 0.035079, 0.034978, 0.016889, 0.014945, 0.010422",OTU545,
C32_Otu748,C32,Otu748,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Phaeomoniellales,Phaeomoniellales,unclassified,unclassified,Celerioriella,"Celerioriella,Dolabra,Neophaeomoniella,Minutiella,Aequabiliella","Dolabra_nepheliae,Neophaeomoniella_zymoides,Minutiella_tardicola,Celerioriella_prunicola,Aequabiliella_effusa,Celerioriella_dura",0.967472,OTU936,
C32_Otu782,C32,Otu782,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Pleosporaceae,Pleosporaceae,Alternaria,Alternaria,"Alternaria_alternata,Alternaria_iridiaustralis,Alternaria_daucifolii,Alternaria_sp","0.048033, 0.048031, 0.048010, 0.047992, 0.047985, 0.047979, 0.047977, 0.047972, 0.047923, 0.047900, 0.047758",OTU996,
C32_Otu791,C32,Otu791,Ascomycota,Ascomycota,Leotiomycetes,Leotiomycetes,Helotiales,Helotiales,unclassified,unclassified,Cyclaneusma,Cyclaneusma,Cyclaneusma_minus,"0.242946, 0.183921, 0.129259, 0.121503, 0.064006, 0.054642, 0.054642, 0.054566, 0.021299, 0.019656, 0.018229",OTU410,
C32_Otu797,C32,Otu797,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Patellariales,"Patellariales,Hysteriales",unclassified,"unclassified,Hysteriaceae",Hysteropatella,"Hysteropatella,Hysterium","Hysteropatella_clavispora,Hysterium_pulicare,Hysteropatella_elliptica","0.167690, 0.089135, 0.087431, 0.087172, 0.052167, 0.050704, 0.050704, 0.050704, 0.050704, 0.050704, 0.050692",OTU247,
C32_Otu812,C32,Otu812,Ascomycota,Ascomycota,Leotiomycetes,Leotiomycetes,Rhytismatales,Rhytismatales,Rhytismataceae,"Rhytismataceae,Cudoniaceae",Coccomyces,"Coccomyces,Tryblidiopsis,Lophodermium,Cudonia,Meloderma,Spathularia","Tryblidiopsis_pinastri,Coccomyces_strobi,Lophodermium_pinastri,Cudonia_circinans,Meloderma_desmazieresii,Spathularia_velutipes,Coccomyces_dentatus","0.609508, 0.116497, 0.111925, 0.029543, 0.015008, 0.012677, 0.011964, 0.011878, 0.011635, 0.010973, 0.005933",OTU264,
C32_Otu813,C32,Otu813,Ascomycota,Ascomycota,Lecanoromycetes,Lecanoromycetes,Peltigerales,Peltigerales,Lobariaceae,Lobariaceae,Lobaria,Lobaria,Lobaria_quercizans,"0.150786, 0.114765, 0.099590, 0.087301, 0.072569, 0.024232, 0.019627, 0.019532, 0.019231, 0.018700, 0.018583",OTU1033,
C32_Otu855,C32,Otu855,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Planistromellaceae,"Planistromellaceae,Saccharataceae,Phyllostictaceae,Aplosporellaceae,Septorioideaceae",Kellermania,"Kellermania,Saccharata,Phyllosticta,Aplosporella,Septorioides","Kellermania_confusa,Kellermania_dasylirionicola,Aplosporella_prunicola,Phyllosticta_capitalensis,Phyllosticta_ampelicida,Saccharata_kirstenboschensis,Kellermania_nolinifoliorum,Kellermania_micranthae,Saccharata_hawaiiensis,Saccharata_capensis,Septorioides_pini-thunbergii","0.133834, 0.057708, 0.055234, 0.053615, 0.053362, 0.043522, 0.042770, 0.042714, 0.038977, 0.038848, 0.038848",OTU49,
C32_Otu882,C32,Otu882,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Planistromellaceae,"Planistromellaceae,Saccharataceae,Phyllostictaceae,Aplosporellaceae,Septorioideaceae",Kellermania,"Kellermania,Saccharata,Phyllosticta,Aplosporella,Septorioides","Kellermania_confusa,Kellermania_dasylirionicola,Aplosporella_prunicola,Phyllosticta_capitalensis,Phyllosticta_ampelicida,Saccharata_kirstenboschensis,Kellermania_nolinifoliorum,Kellermania_micranthae,Saccharata_hawaiiensis,Saccharata_capensis,Septorioides_pini-thunbergii","0.236880, 0.213162, 0.212837, 0.069917, 0.023931, 0.023904, 0.019814, 0.017190, 0.011853, 0.011800, 0.009295",OTU155,
C32_Otu883,C32,Otu883,Ascomycota,Ascomycota,Arthoniomycetes,Arthoniomycetes,Arthoniales,Arthoniales,Roccellaceae,"Roccellaceae,Roccellographaceae,Chrysotrichaceae,Lecanographaceae",Roccella,"Roccella,Combea,Roccellographa,Simonyella,Opegrapha,Chrysothrix,Alyxoria","Roccella_montagnei,Roccella_fuciformis,Roccella_canariensis,Combea_mollusca,Roccellographa_cretacea,Simonyella_variegata,Roccella_tuberculata,Roccella_boergesenii,Opegrapha_dolomitica,Chrysothrix_caesia,Alyxoria_varia","0.086290, 0.083788, 0.083667, 0.068123, 0.067424, 0.067424, 0.067424, 0.067422, 0.067418, 0.022202, 0.022109",OTU811,
C32_Otu888,C32,Otu888,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Mycosphaerellaceae,Mycosphaerellaceae,Teratoramularia,Teratoramularia,"Teratoramularia_rumicicola,Teratoramularia_kirschneriana,Teratoramularia_infinita,Teratoramularia_persicariae","0.131137, 0.116890, 0.104291, 0.080286, 0.077704, 0.062156, 0.058417, 0.044368, 0.030930, 0.030813, 0.030786",OTU382,
C32_Otu90,C32,Otu90,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,"Capnodiales,unclassified",Cladosporiaceae,"Cladosporiaceae,unclassified,Davidiellaceae",Cladosporium,"Cladosporium,unclassified,Rachicladosporium","Cladosporium_fusiforme,Cladosporium_sphaerospermum,Dothideomycetes_sp_TRN43,Cladosporium_cladosporioides,Rachicladosporium_inconspicuum_1,Rachicladosporium_mcmurdoi,Rachicladosporium_inconspicuum,Davidiellaceae_sp_AN1,Dothideomycetes_sp_TRN44,Dothideomycetes_sp_TRN42,Cladosporium_allicinum","0.507776, 0.244237, 0.034478, 0.017540, 0.015626, 0.015174, 0.014494, 0.012626, 0.012171, 0.011412, 0.007663",OTU537,
C32_Otu923,C32,Otu923,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Planistromellaceae,"Planistromellaceae,Saccharataceae,Phyllostictaceae,Aplosporellaceae,Septorioideaceae",Kellermania,"Kellermania,Saccharata,Phyllosticta,Aplosporella,Septorioides","Kellermania_confusa,Kellermania_dasylirionicola,Aplosporella_prunicola,Phyllosticta_capitalensis,Phyllosticta_ampelicida,Saccharata_kirstenboschensis,Kellermania_nolinifoliorum,Kellermania_micranthae,Saccharata_hawaiiensis,Saccharata_capensis,Septorioides_pini-thunbergii","0.125345, 0.051693, 0.049664, 0.049065, 0.034369, 0.032095, 0.031623, 0.031492, 0.029953, 0.025641, 0.024263",OTU191,
C32_Otu934,C32,Otu934,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Pleosporaceae,Pleosporaceae,Curvularia,Curvularia,Curvularia_americana,"0.461540, 0.329601, 0.039805, 0.036176, 0.025272, 0.024806, 0.015999, 0.014235, 0.013762",OTU878,
C32_Otu935,C32,Otu935,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Coniochaetales,Coniochaetales,Coniochaetaceae,Coniochaetaceae,Coniochaeta,Coniochaeta,"Coniochaeta_velutina,Coniochaeta_africana,Coniochaeta_mutabilis,Coniochaeta_prunicola,Coniochaeta_hoffmannii,Coniochaeta_ligniaria,Coniochaeta_ostrea,Coniochaeta_lignicola","0.288305, 0.287408, 0.285876, 0.083621, 0.005727",OTU93,
C32_Otu97,C32,Otu97,Ascomycota,Ascomycota,Leotiomycetes,Leotiomycetes,Helotiales,Helotiales,Helotiaceae,Helotiaceae,Chloroscypha,Chloroscypha,Chloroscypha_enterochroma,"0.793235, 0.070601, 0.042802, 0.042595, 0.006410",OTU86,
C32_Otu975,C32,Otu975,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Dothideales,Dothideales,Dothideaceae,"Dothideaceae,Dothioraceae",Dothidea,"Dothidea,Dothiora,Delphinella,Sydowia,Neocylindroseptoria,Stylodothis","Delphinella_strobiligena,Sydowia_polyspora,Dothiora_ceratoniae,Neocylindroseptoria_pistaciae,Stylodothis_puccinioides,Dothidea_ribesia,Dothidea_sambuci,Dothidea_hippophaeos,Dothidea_insculpta,Dothiora_cannabinae","0.326624, 0.241687, 0.164027, 0.108272, 0.099525, 0.048701",OTU58,
C32c_Otu1200,C32c,Otu1200,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Phaeomoniellales,Phaeomoniellales,unclassified,unclassified,Celerioriella,"Celerioriella,Dolabra,Neophaeomoniella,Minutiella,Aequabiliella","Dolabra_nepheliae,Neophaeomoniella_zymoides,Minutiella_tardicola,Celerioriella_prunicola,Aequabiliella_effusa,Celerioriella_dura","0.809689, 0.056822, 0.026010, 0.023736, 0.022905, 0.022398",OTU136,
C32c_Otu180,C32c,Otu180,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Amphisphaeriaceae,"Amphisphaeriaceae,Sporocadaceae",Pestalotiopsis,"Pestalotiopsis,Pseudopestalotiopsis","Pestalotiopsis_vismiae,Pseudopestalotiopsis_theae","0.247889, 0.234971, 0.220343, 0.071109, 0.047317, 0.047292, 0.047274, 0.010901, 0.007522, 0.007233, 0.006503",OTU524,
C32c_Otu437,C32c,Otu437,Ascomycota,Ascomycota,Leotiomycetes,Leotiomycetes,Helotiales,Helotiales,Dermateaceae,"Dermateaceae,Hyaloscyphaceae",Pezicula,"Pezicula,Neofabraea,Hyaloscypha,Dermea,Phlyctema,Pseudofabraea","Pezicula_californiae,Pezicula_fagacearum,Neofabraea_actinidiae,Pezicula_neoheterochroma,Neofabraea_malicorticis,Hyaloscypha_aureliella,Dermea_acerina,Phlyctema_vincetoxici,Neofabraea_inaequalis,Pezicula_carpinea,Pseudofabraea_citricarpa","0.321767, 0.176124, 0.071013, 0.065593, 0.065390, 0.050770, 0.023292, 0.023143, 0.021776, 0.020120, 0.020023",OTU141,
C32c_Otu698,C32c,Otu698,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Phaeomoniellales,Phaeomoniellales,unclassified,unclassified,Celerioriella,"Celerioriella,Dolabra,Neophaeomoniella,Minutiella,Aequabiliella","Dolabra_nepheliae,Neophaeomoniella_zymoides,Minutiella_tardicola,Celerioriella_prunicola,Aequabiliella_effusa,Celerioriella_dura",0.991223,OTU283,
C33_Otu100,C33,Otu100,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,unclassified,"unclassified,Lophiostomataceae",Massariosphaeria,"Massariosphaeria,Sigarispora","Massariosphaeria_grandispora,Sigarispora_arundinis","0.267904, 0.267061, 0.266794, 0.069761, 0.051340, 0.048455",OTU164,
C33_Otu1004,C33,Otu1004,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Sporormiaceae,Sporormiaceae,Westerdykella,"Westerdykella,Preussia","Westerdykella_cylindrica,Preussia_minima","0.489509, 0.154067, 0.135143, 0.065654, 0.064038, 0.007834, 0.006696, 0.006237, 0.006086, 0.005764, 0.004186",OTU430,
C33_Otu101,C33,Otu101,Ascomycota,Ascomycota,Arthoniomycetes,Arthoniomycetes,Arthoniales,Arthoniales,Roccellaceae,"Roccellaceae,Roccellographaceae,Lecanographaceae",Roccella,"Roccella,Combea,Roccellographa,Simonyella,Roccellina,Opegrapha,Alyxoria","Roccella_montagnei,Roccella_canariensis,Combea_mollusca,Roccellographa_cretacea,Simonyella_variegata,Roccella_tuberculata,Roccellina_hypomecha,Roccella_boergesenii,Opegrapha_dolomitica,Roccella_fuciformis,Alyxoria_varia","0.138453, 0.116863, 0.116497, 0.076362, 0.075819, 0.053456, 0.052242, 0.052242, 0.052242, 0.052242, 0.052242",OTU963,
C33_Otu1019,C33,Otu1019,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,"Capnodiales,unclassified",Cladosporiaceae,"Cladosporiaceae,unclassified,Davidiellaceae",Cladosporium,"Cladosporium,unclassified,Rachicladosporium","Cladosporium_fusiforme,Cladosporium_sphaerospermum,Dothideomycetes_sp_TRN43,Cladosporium_cladosporioides,Rachicladosporium_inconspicuum_1,Rachicladosporium_mcmurdoi,Rachicladosporium_inconspicuum,Davidiellaceae_sp_AN1,Dothideomycetes_sp_TRN44,Dothideomycetes_sp_TRN42,Cladosporium_allicinum","0.519969, 0.065270, 0.059032, 0.045328, 0.043381, 0.039411, 0.021553, 0.021544, 0.021266, 0.016410, 0.015311",OTU834,
C33_Otu1056,C33,Otu1056,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Sporormiaceae,Sporormiaceae,Westerdykella,Westerdykella,Westerdykella_cylindrica,"0.378962, 0.310368, 0.308068",OTU1013,
C33_Otu1070,C33,Otu1070,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Dothideales,"Dothideales,unclassified",Dothideaceae,"Dothideaceae,Dothioraceae,unclassified",Dothidea,"Dothidea,Dothiora,unclassified,Delphinella,Sydowia,Neocylindroseptoria,Stylodothis","Dothideomycetes_sp_TRN11,Delphinella_strobiligena,Sydowia_polyspora,Dothiora_ceratoniae,Neocylindroseptoria_pistaciae,Stylodothis_puccinioides,Dothidea_ribesia,Dothidea_sambuci,Dothidea_hippophaeos,Dothidea_insculpta,Dothiora_cannabinae","0.107543, 0.107237, 0.107236, 0.084735, 0.084601, 0.024095, 0.024081, 0.012314, 0.009386, 0.009383, 0.009324",OTU827,
C33_Otu1082,C33,Otu1082,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Patellariales,"Patellariales,Hysteriales",unclassified,"unclassified,Hysteriaceae",Hysteropatella,"Hysteropatella,Hysterium","Hysteropatella_clavispora,Hysterium_pulicare,Hysteropatella_elliptica","0.270791, 0.072247, 0.070221, 0.055793, 0.053841, 0.053841, 0.053841, 0.053841, 0.053841, 0.053828, 0.053827",OTU692,
C33_Otu1092,C33,Otu1092,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,"Capnodiales,unclassified",Cladosporiaceae,"Cladosporiaceae,unclassified,Davidiellaceae",Cladosporium,"Cladosporium,unclassified,Rachicladosporium","Cladosporium_fusiforme,Cladosporium_sphaerospermum,Dothideomycetes_sp_TRN43,Cladosporium_cladosporioides,Rachicladosporium_inconspicuum_1,Rachicladosporium_mcmurdoi,Rachicladosporium_inconspicuum,Davidiellaceae_sp_AN1,Dothideomycetes_sp_TRN44,Dothideomycetes_sp_TRN42,Cladosporium_allicinum","0.601287, 0.051732, 0.030830, 0.030404, 0.030124, 0.023672, 0.023352, 0.017251, 0.014511, 0.011903, 0.010965",OTU139,
