Site,range,lat,dist.cont,dist.closest.site,dist.closest.forest,BIO1,BIO7,BIO12,BIO16,BIO17,forest,env.pca,clim.pca,OTU,count,Class.TBAS,Class.Blast
M3,MogollonRim,34.50171,35.95754316,16.157814,0,8.074092669,37.58792467,655.5913189,233.5363566,61,pine,-2.101814545,-1.877165706,Otu470,1,Dothideomycetes,NA
B3,Bradshaw,34.42161,89.50882703,42.16481,42.16481,9.237270651,32.42859891,620.072076,240.8144152,55.9068,pine-Doug fir,-0.530478894,-1.07501483,Otu34,1,Eurotiomycetes,NA
P1,Pinaleno,32.62996,282.3457488,88.5,44.20454408,9.212201894,30.39460051,689.0031923,311.5263974,54.4776,pine-Doug fir,0.678323572,0.385617355,Otu312,1,Dothideomycetes,NA
B3,Bradshaw,34.42161,89.50882703,42.16481,42.16481,9.237270651,32.42859891,620.072076,240.8144152,55.9068,pine-Doug fir,-0.530478894,-1.07501483,Otu813,1,Sordariomycetes,NA
B3,Bradshaw,34.42161,89.50882703,42.16481,42.16481,9.237270651,32.42859891,620.072076,240.8144152,55.9068,pine-Doug fir,-0.530478894,-1.07501483,Otu1087,1,Sordariomycetes,NA
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu1087,1,Sordariomycetes,NA
B3,Bradshaw,34.42161,89.50882703,42.16481,42.16481,9.237270651,32.42859891,620.072076,240.8144152,55.9068,pine-Doug fir,-0.530478894,-1.07501483,Otu183,1,Sordariomycetes,NA
B3,Bradshaw,34.42161,89.50882703,42.16481,42.16481,9.237270651,32.42859891,620.072076,240.8144152,55.9068,pine-Doug fir,-0.530478894,-1.07501483,Otu345,1,Dothideomycetes,NA
B3,Bradshaw,34.42161,89.50882703,42.16481,42.16481,9.237270651,32.42859891,620.072076,240.8144152,55.9068,pine-Doug fir,-0.530478894,-1.07501483,Otu181,1,Dothideomycetes,NA
M1,MogollonRim,34.51059,35.31552373,16.157814,0,8.138696004,37.55118083,652.3248944,232.4584,61.0760944,pine,-2.110470685,-1.893430034,Otu181,1,Dothideomycetes,NA
P1,Pinaleno,32.62996,282.3457488,88.5,44.20454408,9.212201894,30.39460051,689.0031923,311.5263974,54.4776,pine-Doug fir,0.678323572,0.385617355,Otu181,1,Dothideomycetes,NA
H1,Huachuca,31.4533,378.1461492,114.3,54.78664003,12.58816371,29.90639964,649.8687808,330.7955808,43.52,pine-Doug fir,3.000831425,2.744826203,Otu168,1,Dothideomycetes,NA
B3,Bradshaw,34.42161,89.50882703,42.16481,42.16481,9.237270651,32.42859891,620.072076,240.8144152,55.9068,pine-Doug fir,-0.530478894,-1.07501483,Otu353,1,Dothideomycetes,NA
H1,Huachuca,31.4533,378.1461492,114.3,54.78664003,12.58816371,29.90639964,649.8687808,330.7955808,43.52,pine-Doug fir,3.000831425,2.744826203,Otu353,1,Dothideomycetes,NA
H2,Huachuca,31.453,378.239254,114.3,54.97644841,12.51848908,29.78958206,654.255312,332.528472,43.981392,pine-Doug fir,2.970852731,2.72397948,Otu353,1,Dothideomycetes,NA
B3,Bradshaw,34.42161,89.50882703,42.16481,42.16481,9.237270651,32.42859891,620.072076,240.8144152,55.9068,pine-Doug fir,-0.530478894,-1.07501483,Otu1,1,Dothideomycetes,NA
B3,Bradshaw,34.42161,89.50882703,42.16481,42.16481,9.237270651,32.42859891,620.072076,240.8144152,55.9068,pine-Doug fir,-0.530478894,-1.07501483,Otu246,1,Dothideomycetes,NA
B3,Bradshaw,34.42161,89.50882703,42.16481,42.16481,9.237270651,32.42859891,620.072076,240.8144152,55.9068,pine-Doug fir,-0.530478894,-1.07501483,Otu735,1,Dothideomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu735,1,Dothideomycetes,NA
Sunset Trail,Santa.Catalina,32.42673,263.5924846,88.5,30.16750048,10.30949642,29.27837781,751.2663213,329.4949821,54.05577856,pine,0.865104697,1.489996579,Otu972,1,Leotiomycetes,NA
P1,Pinaleno,32.62996,282.3457488,88.5,44.20454408,9.212201894,30.39460051,689.0031923,311.5263974,54.4776,pine-Doug fir,0.678323572,0.385617355,Otu653,1,Dothideomycetes,NA
B3,Bradshaw,34.42161,89.50882703,42.16481,42.16481,9.237270651,32.42859891,620.072076,240.8144152,55.9068,pine-Doug fir,-0.530478894,-1.07501483,Otu452,1,Saccharomycetes,Tremellomycetes
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu128,1,Sordariomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu128,1,Sordariomycetes,NA
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu491,1,Dothideomycetes,NA
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu416,1,Taphrinomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu238,1,Dothideomycetes,Dothideomycetes
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu502,1,Sordariomycetes,Sordariomycetes
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu565,1,Dothideomycetes,Dothideomycetes
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu565,1,Dothideomycetes,Dothideomycetes
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu1171,1,Dothideomycetes,NA
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu543,1,Pezizomycetes,Pezizomycetes
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu543,1,Pezizomycetes,Pezizomycetes
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu1059,1,Arthoniomycetes,NA
Sunset Trail,Santa.Catalina,32.42673,263.5924846,88.5,30.16750048,10.30949642,29.27837781,751.2663213,329.4949821,54.05577856,pine,0.865104697,1.489996579,Otu206,1,Dothideomycetes,NA
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu612,1,Arthoniomycetes,NA
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu93,1,Sordariomycetes,NA
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu340,1,Lecanoromycetes,NA
H1,Huachuca,31.4533,378.1461492,114.3,54.78664003,12.58816371,29.90639964,649.8687808,330.7955808,43.52,pine-Doug fir,3.000831425,2.744826203,Otu3,1,Dothideomycetes,Dothideomycetes
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu613,1,Dothideomycetes,NA
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu276,1,Sordariomycetes,NA
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu443,1,Dothideomycetes,Dothideomycetes
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu250,1,Dothideomycetes,NA
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu568,1,Saccharomycetes,Tremellomycetes
N3,Mingus,34.69547,62.05212915,42.16481,41.56598677,8.633623815,32.55756091,662.3543784,241.9359952,63.0551976,pine,-1.953202048,-1.699237337,Otu568,1,Saccharomycetes,Tremellomycetes
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu924,1,Dothideomycetes,NA
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu403,1,Sordariomycetes,NA
M1,MogollonRim,34.51059,35.31552373,16.157814,0,8.138696004,37.55118083,652.3248944,232.4584,61.0760944,pine,-2.110470685,-1.893430034,Otu485,1,Dothideomycetes,Dothideomycetes
P1,Pinaleno,32.62996,282.3457488,88.5,44.20454408,9.212201894,30.39460051,689.0031923,311.5263974,54.4776,pine-Doug fir,0.678323572,0.385617355,Otu626,1,Saccharomycetes,Tremellomycetes
P2,Pinaleno,32.62231,283.1459416,88.5,44.89789319,9.212364955,29.43149457,707.127759,320.1048406,55.79290368,pine-Doug fir,0.733419131,0.487209552,Otu626,1,Saccharomycetes,Tremellomycetes
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu53,1,Dothideomycetes,NA
H2,Huachuca,31.453,378.239254,114.3,54.97644841,12.51848908,29.78958206,654.255312,332.528472,43.981392,pine-Doug fir,2.970852731,2.72397948,Otu136,1,Dothideomycetes,NA
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu820,1,NA,NA
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu1054,1,Dothideomycetes,Arthoniomycetes
Sunset Trail,Santa.Catalina,32.42673,263.5924846,88.5,30.16750048,10.30949642,29.27837781,751.2663213,329.4949821,54.05577856,pine,0.865104697,1.489996579,Otu23,1,Dothideomycetes,NA
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu95,1,Sordariomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu45,1,Dothideomycetes,NA
H1,Huachuca,31.4533,378.1461492,114.3,54.78664003,12.58816371,29.90639964,649.8687808,330.7955808,43.52,pine-Doug fir,3.000831425,2.744826203,Otu45,1,Dothideomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu362,1,Lecanoromycetes,Lecanoromycetes
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu1085,1,Sordariomycetes,NA
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu1085,1,Sordariomycetes,NA
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu117,1,Orbiliomycetes,NA
H2,Huachuca,31.453,378.239254,114.3,54.97644841,12.51848908,29.78958206,654.255312,332.528472,43.981392,pine-Doug fir,2.970852731,2.72397948,Otu117,1,Orbiliomycetes,NA
H1,Huachuca,31.4533,378.1461492,114.3,54.78664003,12.58816371,29.90639964,649.8687808,330.7955808,43.52,pine-Doug fir,3.000831425,2.744826203,Otu33,1,Coniocybomycetes,NA
P1,Pinaleno,32.62996,282.3457488,88.5,44.20454408,9.212201894,30.39460051,689.0031923,311.5263974,54.4776,pine-Doug fir,0.678323572,0.385617355,Otu33,1,Coniocybomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu698,1,Saccharomycetes,Tremellomycetes
Sunset Trail,Santa.Catalina,32.42673,263.5924846,88.5,30.16750048,10.30949642,29.27837781,751.2663213,329.4949821,54.05577856,pine,0.865104697,1.489996579,Otu245,1,Leotiomycetes,NA
Upper Solders Camp Rd.,Santa.Catalina,32.42644,263.8268864,88.5,29.71175494,10.49815186,29.5796078,741.6707738,325.0419635,52.92347008,pine-Doug fir,1.688678776,1.55322257,Otu228,1,Dothideomycetes,NA
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu251,1,Eurotiomycetes,NA
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu105,1,Sordariomycetes,NA
H1,Huachuca,31.4533,378.1461492,114.3,54.78664003,12.58816371,29.90639964,649.8687808,330.7955808,43.52,pine-Doug fir,3.000831425,2.744826203,Otu105,1,Sordariomycetes,NA
Sunset Trail,Santa.Catalina,32.42673,263.5924846,88.5,30.16750048,10.30949642,29.27837781,751.2663213,329.4949821,54.05577856,pine,0.865104697,1.489996579,Otu674,1,Sordariomycetes,NA
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu61,1,Orbiliomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu273,1,Dothideomycetes,Dothideomycetes
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu364,1,Sordariomycetes,NA
H2,Huachuca,31.453,378.239254,114.3,54.97644841,12.51848908,29.78958206,654.255312,332.528472,43.981392,pine-Doug fir,2.970852731,2.72397948,Otu214,1,Dothideomycetes,NA
Sunset Trail,Santa.Catalina,32.42673,263.5924846,88.5,30.16750048,10.30949642,29.27837781,751.2663213,329.4949821,54.05577856,pine,0.865104697,1.489996579,Otu332,1,Dothideomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu1109,1,Dothideomycetes,Dothideomycetes
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu243,1,Dothideomycetes,NA
M2,MogollonRim,34.50509,35.64753928,16.157814,0,8.066597197,37.50015069,654.5696466,233.7784,61.00604656,pine,-2.106980972,-1.884283966,Otu320,1,Sordariomycetes,NA
M2,MogollonRim,34.50509,35.64753928,16.157814,0,8.066597197,37.50015069,654.5696466,233.7784,61.00604656,pine,-2.106980972,-1.884283966,Otu72,1,Dothideomycetes,NA
Sunset Trail,Santa.Catalina,32.42673,263.5924846,88.5,30.16750048,10.30949642,29.27837781,751.2663213,329.4949821,54.05577856,pine,0.865104697,1.489996579,Otu411,1,Sordariomycetes,NA
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu150,1,Dothideomycetes,Dothideomycetes
H1,Huachuca,31.4533,378.1461492,114.3,54.78664003,12.58816371,29.90639964,649.8687808,330.7955808,43.52,pine-Doug fir,3.000831425,2.744826203,Otu51,1,Dothideomycetes,NA
P1,Pinaleno,32.62996,282.3457488,88.5,44.20454408,9.212201894,30.39460051,689.0031923,311.5263974,54.4776,pine-Doug fir,0.678323572,0.385617355,Otu437,1,Saccharomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu50,1,Eurotiomycetes,NA
P1,Pinaleno,32.62996,282.3457488,88.5,44.20454408,9.212201894,30.39460051,689.0031923,311.5263974,54.4776,pine-Doug fir,0.678323572,0.385617355,Otu110,1,Eurotiomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu636,1,Saccharomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu453,1,Dothideomycetes,NA
P2,Pinaleno,32.62231,283.1459416,88.5,44.89789319,9.212364955,29.43149457,707.127759,320.1048406,55.79290368,pine-Doug fir,0.733419131,0.487209552,Otu482,1,Saccharomycetes,NA
P1,Pinaleno,32.62996,282.3457488,88.5,44.20454408,9.212201894,30.39460051,689.0031923,311.5263974,54.4776,pine-Doug fir,0.678323572,0.385617355,Otu754,1,Leotiomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu234,1,Dothideomycetes,Dothideomycetes
H1,Huachuca,31.4533,378.1461492,114.3,54.78664003,12.58816371,29.90639964,649.8687808,330.7955808,43.52,pine-Doug fir,3.000831425,2.744826203,Otu234,1,Dothideomycetes,Dothideomycetes
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu741,1,Dothideomycetes,NA
M2,MogollonRim,34.50509,35.64753928,16.157814,0,8.066597197,37.50015069,654.5696466,233.7784,61.00604656,pine,-2.106980972,-1.884283966,Otu743,1,Dothideomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu939,1,Sordariomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu1178,1,NA,NA
Sunset Trail,Santa.Catalina,32.42673,263.5924846,88.5,30.16750048,10.30949642,29.27837781,751.2663213,329.4949821,54.05577856,pine,0.865104697,1.489996579,Otu520,1,Sordariomycetes,NA
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu127,1,Eurotiomycetes,NA
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu460,1,Saccharomycetes,NA
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu304,1,Dothideomycetes,NA
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu116,1,Dothideomycetes,NA
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu126,1,Eurotiomycetes,Eurotiomycetes
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu322,1,Leotiomycetes,NA
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu1090,1,Saccharomycetes,NA
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu177,1,Pezizomycetes,Pezizomycetes
Sunset Trail,Santa.Catalina,32.42673,263.5924846,88.5,30.16750048,10.30949642,29.27837781,751.2663213,329.4949821,54.05577856,pine,0.865104697,1.489996579,Otu835,1,Sordariomycetes,NA
Upper Solders Camp Rd.,Santa.Catalina,32.42644,263.8268864,88.5,29.71175494,10.49815186,29.5796078,741.6707738,325.0419635,52.92347008,pine-Doug fir,1.688678776,1.55322257,Otu101,1,Dothideomycetes,NA
H2,Huachuca,31.453,378.239254,114.3,54.97644841,12.51848908,29.78958206,654.255312,332.528472,43.981392,pine-Doug fir,2.970852731,2.72397948,Otu121,1,Dothideomycetes,NA
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu121,1,Dothideomycetes,NA
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu503,1,Dothideomycetes,NA
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu255,1,Dothideomycetes,NA
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu517,1,Sordariomycetes,Sordariomycetes
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu387,1,Eurotiomycetes,Eurotiomycetes
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu387,1,Eurotiomycetes,Eurotiomycetes
N3,Mingus,34.69547,62.05212915,42.16481,41.56598677,8.633623815,32.55756091,662.3543784,241.9359952,63.0551976,pine,-1.953202048,-1.699237337,Otu547,1,Dothideomycetes,Leotiomycetes
H1,Huachuca,31.4533,378.1461492,114.3,54.78664003,12.58816371,29.90639964,649.8687808,330.7955808,43.52,pine-Doug fir,3.000831425,2.744826203,Otu635,1,Dothideomycetes,NA
Upper Solders Camp Rd.,Santa.Catalina,32.42644,263.8268864,88.5,29.71175494,10.49815186,29.5796078,741.6707738,325.0419635,52.92347008,pine-Doug fir,1.688678776,1.55322257,Otu685,1,Dothideomycetes,NA
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu361,1,Saccharomycetes,NA
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu133,1,Eurotiomycetes,NA
H1,Huachuca,31.4533,378.1461492,114.3,54.78664003,12.58816371,29.90639964,649.8687808,330.7955808,43.52,pine-Doug fir,3.000831425,2.744826203,Otu285,1,Lecanoromycetes,Lecanoromycetes
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu290,1,Eurotiomycetes,Eurotiomycetes
H1,Huachuca,31.4533,378.1461492,114.3,54.78664003,12.58816371,29.90639964,649.8687808,330.7955808,43.52,pine-Doug fir,3.000831425,2.744826203,Otu764,1,Eurotiomycetes,NA
H1,Huachuca,31.4533,378.1461492,114.3,54.78664003,12.58816371,29.90639964,649.8687808,330.7955808,43.52,pine-Doug fir,3.000831425,2.744826203,Otu366,1,Sordariomycetes,Sordariomycetes
